exp_rep, bfly, algo, time, preprocess_time, iterations
4, ps, 1932598005262.02, 1.23, 0.00, 452026
4, ps, 1918814081984.98, 1.84, 0.00, 669958
4, ps, 1926611485339.64, 2.45, 0.00, 892845
4, ps, 1930821542788.46, 3.06, 0.00, 1083186
4, ps, 1939248415459.04, 3.67, 0.00, 1324521
4, ps, 1937332668069.71, 4.27, 0.00, 1532466
4, ps, 1937371027675.40, 4.87, 0.00, 1735846
4, ps, 1945035524484.96, 5.47, 0.00, 1958607
4, ps, 1947036151054.10, 6.07, 0.00, 2165681
4, ps, 1942841511748.63, 6.67, 0.00, 2368709
4, ps, 1942720096609.33, 7.27, 0.00, 2568440
4, ps, 1940647592173.08, 7.87, 0.00, 2788719
4, ps, 1940494740598.24, 8.47, 0.00, 2987808
4, ps, 1943381199338.76, 9.07, 0.00, 3211949
4, ps, 1941757224110.09, 9.67, 0.00, 3400355
4, ps, 1944201222846.41, 10.27, 0.00, 3628215
4, ps, 1943955548887.57, 10.87, 0.00, 3856908
4, ps, 1943271497846.02, 11.47, 0.00, 4079328
4, ps, 1941670557806.92, 12.07, 0.00, 4295237
4, ps, 1942324841193.96, 12.67, 0.00, 4506541
4, ps, 1942482483629.53, 13.27, 0.00, 4725832
4, ps, 1942258564760.21, 13.87, 0.00, 4923570
4, ps, 1939847904664.01, 14.47, 0.00, 5142822
4, ps, 1938031114590.94, 15.07, 0.00, 5366250
4, ps, 1938003713905.02, 15.67, 0.00, 5564063
4, ps, 1936689452928.98, 16.27, 0.00, 5787486
4, ps, 1939107816413.69, 16.87, 0.00, 6005134
4, ps, 1939488608811.55, 17.47, 0.00, 6250743
4, ps, 1939783657127.71, 18.07, 0.00, 6447237
4, ps, 1938664891654.01, 18.67, 0.00, 6664998
4, ps, 1939897461263.76, 19.27, 0.00, 6901066
4, ps, 1940029739938.15, 19.87, 0.00, 7122249
4, ps, 1940669681829.90, 20.47, 0.00, 7358001
4, ps, 1940305586879.32, 21.07, 0.00, 7593313
4, ps, 1940818056819.23, 21.67, 0.00, 7828060
4, ps, 1940686536333.48, 22.27, 0.00, 8062365
4, ps, 1939918870563.17, 22.87, 0.00, 8295374
4, ps, 1940794981346.50, 23.47, 0.00, 8552941
4, ps, 1940966804786.59, 24.07, 0.00, 8767079
4, ps, 1941503500079.45, 24.67, 0.00, 8999994
4, ps, 1942225941200.04, 25.27, 0.00, 9218160
4, ps, 1943465431310.77, 25.87, 0.00, 9442289
4, ps, 1943902661649.59, 26.47, 0.00, 9660713
4, ps, 1944278055600.08, 27.07, 0.00, 9884001
4, ps, 1944724168672.84, 27.67, 0.00, 10100418
4, ps, 1944433153360.42, 28.27, 0.00, 10312790
4, ps, 1944161821526.84, 28.87, 0.00, 10515103
4, ps, 1944431520209.70, 29.47, 0.00, 10724671
4, ps, 1944636625221.71, 30.07, 0.00, 10929233
4, ps, 1944312726665.57, 30.67, 0.00, 11147073
4, ps, 1943711148999.83, 31.27, 0.00, 11362624
4, ps, 1943699716989.24, 31.87, 0.00, 11582210
4, ps, 1943222124000.68, 32.48, 0.00, 11805128
4, ps, 1943961437773.88, 33.09, 0.00, 12061137
4, ps, 1944299749135.09, 33.70, 0.00, 12316393
4, ps, 1944955614713.92, 34.31, 0.00, 12545833
4, ps, 1944418615473.37, 34.92, 0.00, 12771613
4, ps, 1945348298523.05, 35.53, 0.00, 13019739
4, ps, 1945674673788.54, 36.14, 0.00, 13256149
4, ps, 1945958245350.25, 36.75, 0.00, 13508146
4, ps, 1946398946967.01, 37.36, 0.00, 13751939
4, ps, 1946240126210.62, 37.97, 0.00, 13994792
4, ps, 1946267065166.34, 38.58, 0.00, 14249537
4, ps, 1945943144457.70, 39.19, 0.00, 14487761
4, ps, 1945836104244.46, 39.80, 0.00, 14724810
4, ps, 1945859504069.26, 40.41, 0.00, 14966411
4, ps, 1946014233344.60, 41.02, 0.00, 15231692
4, ps, 1947022176051.72, 41.63, 0.00, 15486935
4, ps, 1946473650868.98, 42.24, 0.00, 15739910
4, ps, 1946332818207.70, 42.85, 0.00, 15992165
