exp_rep, bfly, algo, time, preprocess_time, iterations
3, pcs, 40829184870292.66, 48.95, 0.00, 8661905
3, pcs, 40830334752963.48, 49.56, 0.00, 8771337
3, pcs, 40830748767607.46, 50.17, 0.00, 8877600
3, pcs, 40831459153251.98, 50.78, 0.00, 8985764
3, pcs, 40825879698098.02, 51.39, 0.00, 9093152
3, pcs, 40824045441923.82, 52.00, 0.00, 9196051
3, pcs, 40827444609095.14, 52.61, 0.00, 9306158
3, pcs, 40820073182181.74, 53.22, 0.00, 9415193
3, pcs, 40817399584718.47, 53.83, 0.00, 9520822
3, pcs, 40816682812033.84, 54.44, 0.00, 9620564
3, pcs, 40815102724211.39, 55.05, 0.00, 9725360
3, pcs, 40820153169393.45, 55.66, 0.00, 9839796
3, pcs, 40821827883912.09, 56.27, 0.00, 9951635
3, pcs, 40824889968691.58, 56.88, 0.00, 10063922
3, pcs, 40827188420475.06, 57.49, 0.00, 10179540
3, pcs, 40826869976794.81, 58.10, 0.00, 10294460
3, pcs, 40832434468590.87, 58.71, 0.00, 10400915
3, pcs, 40831463058366.66, 59.32, 0.00, 10509286
3, pcs, 40833215025667.15, 59.93, 0.00, 10617373
4, pcs, 41114577155573.84, 0.01, 0.00, 2129
4, pcs, 40701806988619.86, 0.62, 0.00, 108859
4, pcs, 40861441635827.00, 1.23, 0.00, 228630
4, pcs, 41016099778220.58, 1.84, 0.00, 336530
4, pcs, 40900240268114.49, 2.45, 0.00, 442458
4, pcs, 40974175568437.88, 3.06, 0.00, 559855
4, pcs, 40952372762693.46, 3.67, 0.00, 661924
4, pcs, 40947535978043.62, 4.27, 0.00, 764339
4, pcs, 40946230597722.59, 4.87, 0.00, 865654
4, pcs, 40962212658854.52, 5.47, 0.00, 974134
4, pcs, 40958196726997.62, 6.07, 0.00, 1072790
4, pcs, 40851276536890.25, 6.67, 0.00, 1173491
4, pcs, 40918721053289.10, 7.27, 0.00, 1280286
4, pcs, 40909594363534.47, 7.87, 0.00, 1378228
4, pcs, 40923394222660.87, 8.47, 0.00, 1484905
4, pcs, 40944062899973.32, 9.07, 0.00, 1594790
4, pcs, 40917987672337.12, 9.67, 0.00, 1690156
4, pcs, 40931222402147.19, 10.27, 0.00, 1783501
4, pcs, 40940957425769.05, 10.87, 0.00, 1867772
4, pcs, 40926417533124.71, 11.47, 0.00, 1951090
4, pcs, 40953955999988.70, 12.07, 0.00, 2039333
4, pcs, 40950578259561.62, 12.67, 0.00, 2119571
4, pcs, 40913458316074.79, 13.27, 0.00, 2200275
4, pcs, 40928144769444.16, 13.87, 0.00, 2288640
4, pcs, 40942744925610.72, 14.47, 0.00, 2381067
4, pcs, 40935310152399.90, 15.07, 0.00, 2480290
4, pcs, 40919158721260.26, 15.67, 0.00, 2583142
4, pcs, 40923242348324.69, 16.27, 0.00, 2690075
4, pcs, 40912087479727.02, 16.87, 0.00, 2792135
4, pcs, 40931917232561.96, 17.47, 0.00, 2900954
4, pcs, 40903228202482.30, 18.07, 0.00, 3012975
4, pcs, 40900781209823.45, 18.67, 0.00, 3123761
4, pcs, 40897702321671.39, 19.27, 0.00, 3224833
4, pcs, 40873844798948.71, 19.87, 0.00, 3333325
4, pcs, 40873489492390.25, 20.47, 0.00, 3433501
4, pcs, 40881320119715.91, 21.07, 0.00, 3537234
4, pcs, 40898465433904.02, 21.67, 0.00, 3636625
4, pcs, 40881479202554.09, 22.27, 0.00, 3750030
4, pcs, 40871178869125.59, 22.87, 0.00, 3856297
4, pcs, 40876931041248.83, 23.47, 0.00, 3958959
4, pcs, 40873318136304.22, 24.07, 0.00, 4069366
4, pcs, 40860228356966.85, 24.67, 0.00, 4185991
4, pcs, 40862698656258.21, 25.27, 0.00, 4293292
4, pcs, 40866765993372.21, 25.87, 0.00, 4405646
4, pcs, 40859768255538.44, 26.47, 0.00, 4519503
4, pcs, 40860466530710.53, 27.07, 0.00, 4626752
4, pcs, 40857912252745.00, 27.67, 0.00, 4742077
4, pcs, 40846206191915.07, 28.27, 0.00, 4857969
4, pcs, 40841672915692.66, 28.87, 0.00, 4965387
4, pcs, 40828745939488.30, 29.47, 0.00, 5080206
4, pcs, 40822434234407.94, 30.07, 0.00, 5198788
4, pcs, 40833142343601.51, 30.67, 0.00, 5313261
4, pcs, 40825155295495.07, 31.27, 0.00, 5423620
4, pcs, 40825447183338.19, 31.87, 0.00, 5550228
4, pcs, 40821510683780.41, 32.48, 0.00, 5668309
4, pcs, 40813565905733.64, 33.09, 0.00, 5785587
4, pcs, 40798947238727.49, 33.70, 0.00, 5901526
4, pcs, 40798990806300.16, 34.31, 0.00, 6030082
4, pcs, 40781513054137.15, 34.92, 0.00, 6142776
4, pcs, 40778127228367.19, 35.53, 0.00, 6256332
4, pcs, 40766507774810.34, 36.14, 0.00, 6381900
4, pcs, 40778347367984.39, 36.75, 0.00, 6489736
4, pcs, 40777156490649.90, 37.36, 0.00, 6601735
4, pcs, 40770842296005.43, 37.97, 0.00, 6716292
4, pcs, 40772467660578.73, 38.58, 0.00, 6825729
4, pcs, 40772807541118.64, 39.19, 0.00, 6932263
4, pcs, 40775820451354.68, 39.80, 0.00, 7036997
4, pcs, 40770098424321.90, 40.41, 0.00, 7143919
4, pcs, 40775766677321.69, 41.02, 0.00, 7261150
4, pcs, 40780327243646.48, 41.63, 0.00, 7371407
4, pcs, 40784768639805.70, 42.24, 0.00, 7474686
4, pcs, 40789875339742.30, 42.85, 0.00, 7588217
4, pcs, 40792985565752.10, 43.46, 0.00, 7697961
4, pcs, 40796457357019.06, 44.07, 0.00, 7818074
4, pcs, 40802031934535.37, 44.68, 0.00, 7920673
4, pcs, 40807762798177.02, 45.29, 0.00, 8025953
4, pcs, 40803982921266.72, 45.90, 0.00, 8138998
4, pcs, 40803718502072.25, 46.51, 0.00, 8249042
4, pcs, 40805289677292.66, 47.12, 0.00, 8360291
4, pcs, 40806025029502.57, 47.73, 0.00, 8467249
4, pcs, 40798681792743.14, 48.34, 0.00, 8578417
4, pcs, 40796548558650.75, 48.95, 0.00, 8689237
4, pcs, 40792438920985.86, 49.56, 0.00, 8796652
4, pcs, 40793909561714.88, 50.17, 0.00, 8905387
4, pcs, 40783949738714.86, 50.78, 0.00, 9015304
4, pcs, 40780338419707.78, 51.39, 0.00, 9119610
4, pcs, 40776489307179.90, 52.00, 0.00, 9222993
4, pcs, 40781363963359.64, 52.61, 0.00, 9331386
4, pcs, 40780225902931.56, 53.22, 0.00, 9432803
4, pcs, 40779523729782.16, 53.83, 0.00, 9546349
4, pcs, 40789172760795.85, 54.44, 0.00, 9650395
4, pcs, 40797503221681.46, 55.05, 0.00, 9746671
4, pcs, 40796878133788.49, 55.66, 0.00, 9853914
4, pcs, 40795241099299.41, 56.27, 0.00, 9962607
4, pcs, 40800961010319.23, 56.88, 0.00, 10068108
4, pcs, 40805612941930.53, 57.49, 0.00, 10179384
4, pcs, 40808160587471.60, 58.10, 0.00, 10294451
4, pcs, 40812555920181.65, 58.71, 0.00, 10401321
4, pcs, 40807582345557.32, 59.32, 0.00, 10507090
4, pcs, 40804381118998.75, 59.93, 0.00, 10614608
5, pcs, 46672310466722.29, 0.01, 0.00, 2225
5, pcs, 41835366840359.23, 0.62, 0.00, 108268
5, pcs, 41438542006750.49, 1.23, 0.00, 206742
5, pcs, 41177027605774.74, 1.84, 0.00, 306198
5, pcs, 41104000604386.46, 2.45, 0.00, 396667
5, pcs, 40940181801968.29, 3.06, 0.00, 483466
5, pcs, 40856151284226.21, 3.67, 0.00, 566585
5, pcs, 40837663841977.14, 4.27, 0.00, 650114
5, pcs, 40847107035488.07, 4.87, 0.00, 729009
5, pcs, 40763115181789.71, 5.47, 0.00, 816298
5, pcs, 40780571261331.05, 6.07, 0.00, 907299
5, pcs, 40729101674422.99, 6.67, 0.00, 990504
5, pcs, 40702944946826.99, 7.27, 0.00, 1092714
5, pcs, 40637249150827.46, 7.87, 0.00, 1190608
