exp_rep, bfly, algo, time, iterations
1, fes, 70757957270819.95, 0.01, 3
1, fes, 38381541382195.58, 0.62, 111
1, fes, 37143496424615.54, 1.23, 228
1, fes, 36843367899305.12, 1.84, 351
1, fes, 35631563199674.12, 2.45, 483
1, fes, 35168072451091.02, 3.06, 623
1, fes, 35646675690840.13, 3.67, 776
1, fes, 36340305214739.98, 4.27, 935
1, fes, 39285397760856.83, 4.87, 1106
1, fes, 39215385409288.28, 5.47, 1291
1, fes, 39469476255046.02, 6.07, 1482
1, fes, 39441948070840.36, 6.68, 1698
1, fes, 41068365381966.33, 7.28, 1932
1, fes, 40828729244028.24, 7.88, 2171
1, fes, 40850648195095.94, 8.48, 2427
1, fes, 40879532095750.71, 9.08, 2723
1, fes, 41060370895001.81, 9.68, 3182
1, fes, 40183826770345.81, 10.28, 3651
1, fes, 40561476880735.53, 10.88, 4132
1, fes, 40200793653466.82, 11.48, 4629
1, fes, 39959312193207.87, 12.08, 5124
1, fes, 40083585150102.62, 12.68, 5636
1, fes, 40207686759906.54, 13.28, 6144
1, fes, 40925660325914.80, 13.88, 6672
1, fes, 40670185413964.19, 14.48, 7193
1, fes, 40739116749681.52, 15.08, 7719
1, fes, 40795015087719.16, 15.68, 8247
1, fes, 40706941636953.48, 16.28, 8786
1, fes, 40641878190102.39, 16.88, 9331
1, fes, 40701949580931.62, 17.48, 9871
1, fes, 40689094078614.67, 18.08, 10416
1, fes, 40872512683283.53, 18.68, 10967
1, fes, 41107960297130.89, 19.28, 11516
1, fes, 40928684088716.19, 19.88, 12079
1, fes, 40909831887892.09, 20.48, 12626
1, fes, 40790755673412.07, 21.08, 13180
1, fes, 40515714407146.23, 21.68, 13745
1, fes, 40563412733298.24, 22.28, 14302
1, fes, 40355998319827.40, 22.88, 14865
1, fes, 40298732389817.87, 23.48, 15432
1, fes, 40230266862346.07, 24.08, 15996
1, fes, 40140636112723.84, 24.68, 16562
1, fes, 40148936214215.02, 25.28, 17130
1, fes, 40198455367392.08, 25.88, 17700
1, fes, 40186461490031.74, 26.48, 18275
1, fes, 40213055340412.28, 27.08, 18835
1, fes, 40280313059426.16, 27.68, 19416
1, fes, 40257829505701.43, 28.28, 19990
1, fes, 40367438045251.40, 28.88, 20563
1, fes, 40320702151221.00, 29.48, 21127
1, fes, 40308103010818.42, 30.08, 21705
1, fes, 40334390230696.87, 30.68, 22270
1, fes, 40444743125855.19, 31.28, 22847
1, fes, 40316297303383.78, 31.88, 23428
1, fes, 40390130285864.07, 32.49, 24009
1, fes, 40459792798983.18, 33.10, 24589
1, fes, 40459246702046.53, 33.71, 25178
1, fes, 40419053509460.00, 34.32, 25760
1, fes, 40465471823934.27, 34.93, 26346
1, fes, 40395592023794.03, 35.54, 26926
1, fes, 40345852126941.08, 36.15, 27514
1, fes, 40324407565641.92, 36.76, 28070
1, fes, 40397887072074.77, 37.37, 28616
1, fes, 40377518527922.20, 37.98, 29143
1, fes, 40409253685668.98, 38.59, 29666
1, fes, 40388688112778.17, 39.20, 30186
1, fes, 40350736748401.74, 39.81, 30699
1, fes, 40326531862521.48, 40.42, 31197
1, fes, 40311288286280.71, 41.03, 31695
1, fes, 40424459655709.99, 41.64, 32191
1, fes, 40480356714626.33, 42.25, 32689
1, fes, 40544733529890.60, 42.86, 33179
1, fes, 40494649257433.93, 43.47, 33662
1, fes, 40520094761070.41, 44.08, 34149
1, fes, 40497374151003.42, 44.69, 34625
1, fes, 40430908365916.85, 45.30, 35105
1, fes, 40447976004792.99, 45.91, 35582
1, fes, 40539902335707.21, 46.52, 36058
1, fes, 40549112420408.59, 47.13, 36525
1, fes, 40570954650488.57, 47.74, 36996
1, fes, 40556153541095.94, 48.35, 37466
1, fes, 40571219042285.05, 48.96, 37934
1, fes, 40560474744257.71, 49.57, 38396
1, fes, 40567702269691.42, 50.18, 38852
1, fes, 40532796001822.97, 50.79, 39318
1, fes, 40526550214289.85, 51.40, 39775
1, fes, 40514536641725.63, 52.01, 40236
1, fes, 40527245365125.52, 52.62, 40691
1, fes, 40493361413004.45, 53.23, 41147
1, fes, 40458323805184.39, 53.84, 41604
1, fes, 40453255917680.96, 54.45, 42058
1, fes, 40443794056542.70, 55.06, 42509
1, fes, 40440510356388.91, 55.67, 42957
1, fes, 40468436757276.88, 56.28, 43403
1, fes, 40420747570735.52, 56.89, 43859
1, fes, 40437193646258.26, 57.50, 44307
1, fes, 40431139108909.97, 58.12, 44764
1, fes, 40395705828526.73, 58.73, 45216
1, fes, 40403778470701.70, 59.34, 45666
1, fes, 40380258550163.95, 59.95, 46119
2, fes, 30120456741250.38, 0.01, 4
2, fes, 40450316558225.04, 0.62, 252
2, fes, 41091432156328.32, 1.23, 534
2, fes, 42555724724172.69, 1.84, 848
2, fes, 41057937558690.12, 2.45, 1203
2, fes, 42675623138882.02, 3.06, 1580
2, fes, 41754643387520.73, 3.67, 1983
2, fes, 42467487664119.82, 4.27, 2392
2, fes, 41926173764618.65, 4.87, 2811
2, fes, 41948440490626.72, 5.47, 3238
2, fes, 42095916359221.07, 6.07, 3667
2, fes, 42074880836799.49, 6.67, 4100
2, fes, 41902362070292.73, 7.27, 4537
2, fes, 41930545770190.62, 7.87, 4970
2, fes, 41926847193978.24, 8.47, 5407
2, fes, 41949065005509.87, 9.07, 5861
2, fes, 42078508567977.18, 9.67, 6325
2, fes, 42115621096737.55, 10.27, 6790
2, fes, 42013343678672.50, 10.87, 7276
2, fes, 41805076285428.71, 11.47, 7760
2, fes, 41661850159342.86, 12.07, 8254
2, fes, 41695970925766.06, 12.67, 8756
2, fes, 41712140282449.91, 13.27, 9270
2, fes, 41600159594741.78, 13.87, 9782
2, fes, 41461198625907.84, 14.47, 10302
2, fes, 41401262138927.49, 15.07, 10831
2, fes, 41368711016879.11, 15.67, 11361
2, fes, 41475052398941.24, 16.27, 11900
2, fes, 41437634492081.70, 16.87, 12433
2, fes, 41475349328935.80, 17.47, 12978
2, fes, 41373187315889.69, 18.07, 13523
2, fes, 41336965170579.71, 18.67, 14065
2, fes, 41240156418035.09, 19.27, 14616
2, fes, 41300013868203.33, 19.87, 15173
2, fes, 41249776483152.72, 20.47, 15731
2, fes, 41250116962375.80, 21.07, 16291
2, fes, 41137304884318.91, 21.67, 16842
2, fes, 41100645692276.44, 22.27, 17405
2, fes, 41021583122083.70, 22.87, 17963
2, fes, 40997514471579.78, 23.47, 18522
2, fes, 40937620508007.85, 24.07, 19088
2, fes, 41024028721750.96, 24.67, 19653
2, fes, 40977710842583.41, 25.27, 20210
2, fes, 40827976520591.12, 25.87, 20785
2, fes, 40903606125624.69, 26.47, 21354
2, fes, 40828554646336.70, 27.07, 21916
2, fes, 40736041516062.18, 27.67, 22496
2, fes, 40730107802641.17, 28.27, 23064
2, fes, 40757811115602.19, 28.87, 23635
2, fes, 40704321034959.49, 29.47, 24206
2, fes, 40629957244974.59, 30.07, 24779
2, fes, 40646448263610.77, 30.67, 25357
2, fes, 40604868877268.49, 31.27, 25929
2, fes, 40621387193307.58, 31.87, 26496
2, fes, 40577232583090.54, 32.48, 27084
2, fes, 40662089924846.01, 33.09, 27669
2, fes, 40647835654611.07, 33.70, 28250
2, fes, 40681005180854.26, 34.31, 28838
2, fes, 40696030059787.39, 34.92, 29417
2, fes, 40687497181953.93, 35.53, 30009
2, fes, 40596768859135.95, 36.14, 30597
2, fes, 40606098527448.84, 36.75, 31173
2, fes, 40631278113339.17, 37.36, 31760
2, fes, 40663850290413.48, 37.97, 32343
2, fes, 40609842507289.96, 38.58, 32925
2, fes, 40576878593678.39, 39.19, 33525
2, fes, 40705635651154.79, 39.80, 34100
2, fes, 40743681876553.43, 40.41, 34688
2, fes, 40748525207315.04, 41.02, 35274
2, fes, 40787732634714.87, 41.63, 35862
2, fes, 40757144033614.37, 42.24, 36442
2, fes, 40780189447058.02, 42.85, 37029
2, fes, 40776086023291.22, 43.46, 37592
2, fes, 40724943675644.85, 44.07, 38138
2, fes, 40758025818534.50, 44.68, 38670
2, fes, 40742973980332.32, 45.29, 39191
2, fes, 40736538411057.76, 45.90, 39704
2, fes, 40751140198310.38, 46.51, 40212
2, fes, 40777518327971.12, 47.12, 40717
2, fes, 40752127466633.50, 47.73, 41213
2, fes, 40767866593459.65, 48.34, 41707
2, fes, 40752321949992.45, 48.95, 42200
2, fes, 40789669194381.08, 49.56, 42686
2, fes, 40763850858526.24, 50.17, 43163
2, fes, 40804899612638.88, 50.78, 43651
2, fes, 40807514242756.55, 51.39, 44131
2, fes, 40798231354693.52, 52.00, 44609
2, fes, 40804407007165.01, 52.62, 45089
2, fes, 40849989843668.28, 53.23, 45567
2, fes, 40885537309287.02, 53.84, 46032
2, fes, 40861520187854.27, 54.45, 46507
2, fes, 40891860093686.46, 55.06, 46968
2, fes, 40896681146827.40, 55.67, 47433
2, fes, 40913056854352.88, 56.28, 47897
2, fes, 40904929183102.37, 56.89, 48362
2, fes, 40911166229869.58, 57.50, 48817
2, fes, 40874728733354.85, 58.11, 49281
2, fes, 40876919668460.25, 58.72, 49735
2, fes, 40835429223411.70, 59.33, 50198
2, fes, 40824185121045.58, 59.94, 50654
3, fes, 34596421582797.16, 0.01, 6
3, fes, 39681586556032.01, 0.62, 462
3, fes, 39132262721679.61, 1.23, 911
3, fes, 40929701036291.85, 1.84, 1363
3, fes, 40885385887814.67, 2.45, 1813
3, fes, 41994127627078.75, 3.06, 2264
3, fes, 42317056005511.78, 3.67, 2709
3, fes, 42171565350464.75, 4.27, 3150
3, fes, 41785090769256.97, 4.87, 3599
3, fes, 41836175699083.82, 5.47, 4039
3, fes, 42032779889563.21, 6.07, 4487
3, fes, 42158962870830.37, 6.67, 4925
3, fes, 41856349310008.12, 7.27, 5373
3, fes, 41686804836967.06, 7.87, 5811
3, fes, 41651757365196.52, 8.47, 6252
3, fes, 41365134741020.76, 9.07, 6698
3, fes, 41195177240823.05, 9.67, 7137
3, fes, 41264902948394.87, 10.27, 7583
3, fes, 41403226878809.80, 10.87, 8021
3, fes, 41200806161396.46, 11.48, 8472
3, fes, 41112601365739.06, 12.08, 8919
3, fes, 41069169223832.10, 12.68, 9355
3, fes, 41267542052856.68, 13.28, 9801
3, fes, 41356587723829.33, 13.88, 10236
3, fes, 41307861355792.82, 14.48, 10685
3, fes, 41152299938869.32, 15.08, 11123
3, fes, 41378467102584.47, 15.68, 11569
3, fes, 41366036150520.55, 16.28, 12029
3, fes, 41442855937354.09, 16.88, 12500
3, fes, 41336688222839.96, 17.48, 12979
3, fes, 41287473650318.57, 18.08, 13471
3, fes, 41363889520897.02, 18.68, 13979
3, fes, 41272697954359.05, 19.28, 14472
3, fes, 41258176509652.91, 19.88, 14982
3, fes, 41205342550208.17, 20.48, 15497
3, fes, 41195238512642.15, 21.08, 16017
3, fes, 41059482649326.15, 21.68, 16542
3, fes, 40924557144397.80, 22.28, 17075
3, fes, 40846881201468.04, 22.88, 17608
3, fes, 40897317965688.62, 23.48, 18151
3, fes, 40923070733508.27, 24.08, 18692
3, fes, 40865309781379.04, 24.68, 19239
3, fes, 40938963487192.50, 25.28, 19778
3, fes, 40968642385738.40, 25.88, 20328
3, fes, 40948258520743.62, 26.48, 20882
3, fes, 40883776348749.21, 27.08, 21436
3, fes, 40772360492076.37, 27.68, 21998
3, fes, 40686563045290.40, 28.28, 22555
3, fes, 40596703280959.67, 28.88, 23119
3, fes, 40510646352416.89, 29.48, 23678
3, fes, 40528551477561.43, 30.08, 24252
3, fes, 40652413738822.31, 30.68, 24807
3, fes, 40745392755915.13, 31.28, 25368
3, fes, 40811845464757.60, 31.88, 25937
3, fes, 40740372661150.32, 32.49, 26516
3, fes, 40685510080414.78, 33.10, 27093
3, fes, 40722882126035.01, 33.71, 27666
3, fes, 40776752006301.56, 34.32, 28241
3, fes, 40795533814114.43, 34.93, 28821
3, fes, 40742994169650.82, 35.54, 29404
3, fes, 40717065802960.43, 36.15, 29993
3, fes, 40755447425536.43, 36.76, 30568
3, fes, 40704024421008.35, 37.37, 31146
3, fes, 40666470573372.42, 37.98, 31725
3, fes, 40680362838140.33, 38.59, 32307
3, fes, 40616831752961.59, 39.20, 32894
3, fes, 40713771588288.80, 39.81, 33473
3, fes, 40664779446295.15, 40.42, 34064
3, fes, 40739880525080.51, 41.03, 34644
3, fes, 40768755081692.63, 41.64, 35225
3, fes, 40691481649781.51, 42.25, 35816
3, fes, 40649959518481.52, 42.86, 36396
3, fes, 40564784459776.19, 43.47, 36975
3, fes, 40601299656485.88, 44.08, 37565
3, fes, 40591949490571.16, 44.69, 38141
3, fes, 40542781745557.28, 45.30, 38730
3, fes, 40493266343761.17, 45.91, 39311
3, fes, 40473867915006.25, 46.52, 39904
3, fes, 40437026735872.51, 47.13, 40483
3, fes, 40476996828547.67, 47.74, 41063
3, fes, 40437704939973.50, 48.35, 41650
3, fes, 40448055190365.66, 48.96, 42236
3, fes, 40443581698524.74, 49.57, 42816
3, fes, 40440173382024.83, 50.18, 43382
3, fes, 40465942676688.36, 50.79, 43929
3, fes, 40500450781053.72, 51.40, 44457
3, fes, 40487388606780.04, 52.01, 44984
3, fes, 40510056139154.91, 52.62, 45500
3, fes, 40464669069688.64, 53.23, 46011
3, fes, 40456228186204.91, 53.84, 46513
3, fes, 40480135081637.66, 54.45, 47017
3, fes, 40454113542474.65, 55.06, 47511
3, fes, 40483662975614.08, 55.67, 48010
3, fes, 40471920170231.81, 56.28, 48501
3, fes, 40465280881385.35, 56.89, 48991
3, fes, 40459958719323.52, 57.50, 49472
3, fes, 40456801471445.77, 58.11, 49947
3, fes, 40469907283666.59, 58.72, 50427
3, fes, 40467190161172.87, 59.33, 50901
3, fes, 40479881244073.26, 59.94, 51380
4, fes, 63529789620796.56, 0.01, 5
4, fes, 44527244954906.54, 0.62, 474
4, fes, 41760437796299.49, 1.23, 947
4, fes, 41316765095503.51, 1.84, 1416
4, fes, 41023531793337.32, 2.45, 1880
4, fes, 40694640073716.11, 3.06, 2338
4, fes, 41822221870512.47, 3.67, 2801
4, fes, 41201643261106.73, 4.27, 3249
4, fes, 40665414860940.07, 4.87, 3704
